amount,tcode,month,dow,year,dtme_cat,age_group,td
1230.6755442895756,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,6,1,1998,first,61+,2.932951324562574
145.85815576587052,CREDIT__nan__INTEREST CREDITED,9,2,1998,middle,18-30,-0.027084903226581324
1096.3757313735316,DEBIT__CASH WITHDRAWAL__nan,12,4,1997,last,61+,-0.013248898291110978
2447.1408466415332,CREDIT__CREDIT IN CASH__nan,1,4,1997,middle,18-30,3.346912459257526
4575.215486253921,DEBIT__CASH WITHDRAWAL__nan,6,6,1997,middle,31-40,2.4463140061753226
-365.6798790803896,DEBIT__CASH WITHDRAWAL__nan,8,2,1998,middle,31-40,5.741403189876281
12690.06643712546,CREDIT__CREDIT IN CASH__nan,6,5,1997,middle,51-60,2.339413412345131
240.44812471377918,CREDIT__CREDIT IN CASH__nan,7,0,1997,last,61+,5.9973931106530705
3005.158335499451,CREDIT__CREDIT IN CASH__nan,5,5,1996,last,18-30,7.869480046351208
22200.11931330149,DEBIT__CASH WITHDRAWAL__nan,2,5,1998,last,51-60,4.9211013645752155
142.1309131731183,DEBIT__CASH WITHDRAWAL__nan,1,1,1995,last,51-60,15.043193077750573
2749.4373620891047,DEBIT__CASH WITHDRAWAL__nan,10,5,1997,middle,51-60,0.7388417479454343
320.94355721004996,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,10,4,1997,last,31-40,-0.014844042329617413
126.27031096032806,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,3,1997,middle,31-40,3.292802801410802
1831.7701890856747,DEBIT__CASH WITHDRAWAL__nan,7,4,1996,middle,51-60,0.6011661216097178
26.87693344046246,CREDIT__nan__INTEREST CREDITED,12,0,1998,first,51-60,-0.02675383824287769
5.296248275042245,DEBIT__CASH WITHDRAWAL__nan,1,4,1998,last,51-60,5.2204530832862455
305.403439627134,CREDIT__nan__INTEREST CREDITED,8,2,1998,last,18-30,1.01733898013942
3163.714549686017,CREDIT__CREDIT IN CASH__nan,10,4,1996,middle,51-60,11.303242903742062
15199.539272589805,DEBIT__CASH WITHDRAWAL__nan,6,6,1997,middle,31-40,3.7873801390867117
2486.108960835162,DEBIT__CASH WITHDRAWAL__nan,4,2,1997,middle,61+,11.196415104542876
317.6144335964116,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,2,1998,middle,51-60,-0.003421705318573357
-125.57925409413686,DEBIT__CASH WITHDRAWAL__nan,7,2,1995,last,31-40,3.2822903026211407
-874.7372352947186,DEBIT__CASH WITHDRAWAL__nan,1,0,1995,middle,51-60,3.768953529269809
6716.000640259263,CREDIT__CREDIT IN CASH__nan,4,3,1998,middle,31-40,1.7058805842179408
3492.6159720267815,DEBIT__CASH WITHDRAWAL__nan,6,4,1998,middle,51-60,4.037549589541255
941.7560946240872,CREDIT__CREDIT IN CASH__nan,1,6,1997,first,41-50,3.720738412968094
226.0737970973338,CREDIT__nan__INTEREST CREDITED,8,3,1997,last,61+,3.7950383515931905
358.5570752927392,DEBIT__REMITTANCE TO ANOTHER BANK__ ,7,1,1998,middle,51-60,0.9097559267017816
329.1150084841662,CREDIT__COLLECTION FROM ANOTHER BANK__nan,7,0,1998,first,51-60,-0.008977754388449399
183.00379978584849,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,6,1997,last,51-60,-0.002368652627391098
80.20912413470418,CREDIT__nan__INTEREST CREDITED,7,1,1998,last,31-40,1.6265398408203833
1308.208269122387,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,0,1998,last,31-40,2.848974655696051
3679.840913346124,DEBIT__CASH WITHDRAWAL__nan,2,3,1996,middle,51-60,6.071234289042241
1320.637477709336,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,4,3,1993,middle,61+,2.8100487438569193
325.35909078679225,CREDIT__CREDIT IN CASH__nan,11,6,1997,middle,31-40,0.7812146150928765
-685.6443488444404,DEBIT__CREDIT CARD WITHDRAWAL__nan,12,3,1998,middle,51-60,0.028887491913128525
2638.0281183763964,DEBIT__CASH WITHDRAWAL__nan,6,1,1998,last,51-60,3.4958080310043447
1628.7627159583317,DEBIT__CASH WITHDRAWAL__nan,4,0,1998,last,51-60,7.3950539238647695
1890.3074170644113,DEBIT__CASH WITHDRAWAL__nan,6,1,1996,middle,51-60,2.319226804412208
-95.27754261209715,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,5,3,1998,last,51-60,0.03369543805316797
189.0836199198627,CREDIT__nan__INTEREST CREDITED,2,5,1996,first,51-60,-0.007062651795422465
109.95689774603704,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,0,1997,middle,61+,7.800994385923749
313.6959810413704,CREDIT__nan__INTEREST CREDITED,7,2,1996,last,41-50,12.799017601163317
67.61832326835872,DEBIT__CASH WITHDRAWAL__nan,4,3,1997,first,51-60,-0.011956298650055874
229.37431441873724,CREDIT__CREDIT IN CASH__nan,12,2,1998,first,18-30,0.01623390813772257
163.85566198551533,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,11,2,1998,first,31-40,0.004396716003189948
335.0048179574902,CREDIT__nan__INTEREST CREDITED,5,3,1997,last,31-40,15.704540818198826
4703.048372512961,DEBIT__CASH WITHDRAWAL__nan,1,5,1996,middle,41-50,5.279029690845408
895.9592136455326,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,4,3,1997,first,51-60,3.504091454134752
5760.871139029832,DEBIT__REMITTANCE TO ANOTHER BANK__ ,6,6,1998,first,18-30,0.0257897151995388
18.061766863503607,DEBIT__CASH WITHDRAWAL__nan,9,6,1997,last,18-30,4.413828364815184
210.99414251599,CREDIT__nan__INTEREST CREDITED,2,5,1998,last,51-60,0.7459071729639997
-532.8845147328693,DEBIT__CASH WITHDRAWAL__nan,1,3,1996,first,31-40,0.5179677802770177
17086.944883040524,DEBIT__REMITTANCE TO ANOTHER BANK__ ,9,3,1996,middle,51-60,5.177955419112681
340.196496275509,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,6,1998,last,51-60,-0.026733462004889075
235.99787037271602,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,2,1995,last,61+,-0.004348261017532697
325.1734153064717,CREDIT__nan__INTEREST CREDITED,6,6,1998,last,51-60,12.33148055748037
494.32840221698854,DEBIT__CASH WITHDRAWAL__nan,4,1,1998,middle,61+,4.104370498773298
-6.356613339914077,CREDIT__nan__INTEREST CREDITED,6,3,1996,last,31-40,4.063589901442022
3754.718687525829,DEBIT__CASH WITHDRAWAL__nan,3,3,1998,first,51-60,5.916942848306535
329.27811350161,CREDIT__nan__INTEREST CREDITED,8,5,1996,last,51-60,0.019084599007890852
7105.822073801962,DEBIT__CASH WITHDRAWAL__nan,6,6,1995,first,41-50,5.822442799901086
343.67690883674015,CREDIT__nan__INTEREST CREDITED,12,6,1997,last,51-60,-0.014398757158078033
7290.485053907645,DEBIT__CASH WITHDRAWAL__nan,12,6,1998,first,51-60,2.0276262520695716
5351.289916731088,CREDIT__CREDIT IN CASH__nan,7,4,1995,middle,31-40,5.8563526646592186
2215.009699785576,DEBIT__CASH WITHDRAWAL__nan,1,6,1998,first,51-60,5.170761917942384
4271.530505841849,DEBIT__CASH WITHDRAWAL__nan,1,6,1998,first,31-40,0.7599747244122322
38.92007433760571,DEBIT__CASH WITHDRAWAL__nan,1,6,1997,last,18-30,11.232761515122544
-866.3102650956243,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,middle,18-30,3.5187534531688867
5041.253415472471,CREDIT__CREDIT IN CASH__nan,6,3,1998,middle,51-60,13.881036613915658
394.71122230767446,CREDIT__nan__INTEREST CREDITED,3,6,1997,last,51-60,-0.029985559923471516
263.08620067574753,CREDIT__nan__INTEREST CREDITED,3,3,1995,first,41-50,0.03937379319258894
107.83716166108978,CREDIT__nan__INTEREST CREDITED,3,2,1998,last,51-60,2.652285786845197
6807.321238587024,CREDIT__CREDIT IN CASH__nan,1,2,1995,middle,41-50,2.6774500946683277
6185.00178552342,CREDIT__CREDIT IN CASH__nan,7,3,1994,middle,31-40,11.938780258350588
2115.6890613820015,CREDIT__CREDIT IN CASH__nan,1,2,1998,middle,31-40,3.344263424550114
250.1861784469068,CREDIT__nan__INTEREST CREDITED,7,6,1996,last,51-60,6.680135301630366
-49.91168882677094,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,last,18-30,1.7214283103055683
1783.0268431513646,CREDIT__CREDIT IN CASH__nan,1,2,1998,last,31-40,3.0935864872996794
301.85244521770807,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,2,4,1998,last,31-40,-0.03255812530901441
215.75870234902106,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,2,1998,last,51-60,-0.0016938956843808564
307.2473953263912,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,2,1998,last,31-40,-0.0070780874006940294
253.61802912372548,CREDIT__nan__INTEREST CREDITED,6,1,1997,last,18-30,0.0014520587321481457
4533.392559263814,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,11,6,1995,first,51-60,6.804445765382074
-40.734583840653755,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,2,5,1997,last,51-60,1.9255696869527779
17302.673865112825,CREDIT__CREDIT IN CASH__nan,10,5,1996,middle,31-40,5.643681799907647
295.0840785108385,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,last,51-60,2.8896156443163212
2070.5847146758115,CREDIT__CREDIT IN CASH__nan,3,3,1997,middle,51-60,6.09893734841319
441.22586634729623,CREDIT__CREDIT IN CASH__nan,12,6,1996,middle,31-40,1.5584177640282535
5047.264580011371,DEBIT__CASH WITHDRAWAL__nan,6,2,1998,middle,31-40,4.051091675092771
196.69150757626943,CREDIT__nan__INTEREST CREDITED,7,3,1995,last,31-40,4.839129379397313
260.2307028902458,CREDIT__nan__INTEREST CREDITED,4,2,1997,last,51-60,0.02019079931649662
35879.559838108544,CREDIT__CREDIT IN CASH__nan,5,2,1996,middle,18-30,5.908236735878489
-38.106509258799406,DEBIT__CASH WITHDRAWAL__nan,1,1,1995,last,31-40,1.5427971872421695
-400.4415477157154,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,9,0,1997,first,61+,4.440338151590636
12148.791482257093,DEBIT__CASH WITHDRAWAL__nan,10,2,1996,last,31-40,12.876506076474683
77.84247998990443,CREDIT__nan__INTEREST CREDITED,7,5,1998,last,31-40,1.1947255522787619
98.04055104436418,CREDIT__nan__INTEREST CREDITED,8,5,1997,last,31-40,4.582400323356912
17833.98951029722,DEBIT__CASH WITHDRAWAL__nan,7,1,1996,first,31-40,0.8426603048636929
98.69000710351054,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,first,18-30,6.023025128431904
14964.334761271148,DEBIT__REMITTANCE TO ANOTHER BANK__ ,4,3,1998,middle,31-40,5.459489120526913
389.0557091811294,CREDIT__nan__INTEREST CREDITED,6,4,1995,last,31-40,9.077264210534523
1765.1562492637877,DEBIT__CASH WITHDRAWAL__nan,1,2,1996,first,31-40,3.7037724846550466
1226.5830701551004,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,5,6,1996,middle,61+,5.555525392335742
842.4300165485873,DEBIT__CASH WITHDRAWAL__nan,1,2,1995,first,31-40,0.6598684389199714
5325.893942322005,CREDIT__CREDIT IN CASH__nan,6,6,1997,first,51-60,4.290261546966205
-1667.2235090383974,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,8,2,1998,first,61+,10.203776074179492
2287.4191585222898,DEBIT__CASH WITHDRAWAL__nan,12,3,1998,first,51-60,4.998326166571781
135.2051381313994,CREDIT__nan__INTEREST CREDITED,7,0,1998,last,61+,-0.03197187045032445
4434.99401520684,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,9,3,1995,first,61+,3.962553088674486
2407.9864891824836,DEBIT__REMITTANCE TO ANOTHER BANK__nan,3,3,1998,middle,31-40,2.1091480143099153
28622.703186264836,CREDIT__CREDIT IN CASH__nan,6,6,1996,first,31-40,0.8821419700688171
-140.26936175369627,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,6,1997,last,18-30,11.784158189444062
2.634594983210633,CREDIT__CREDIT IN CASH__nan,7,1,1998,first,18-30,0.007293042870506596
1282.866264645532,DEBIT__CASH WITHDRAWAL__nan,6,1,1997,last,41-50,4.113306754963369
5115.01506791993,CREDIT__CREDIT IN CASH__nan,3,3,1997,middle,31-40,4.657121097019443
249.64906827675878,CREDIT__nan__INTEREST CREDITED,5,6,1997,last,41-50,-0.01989046886150022
-136.07080346293634,CREDIT__nan__INTEREST CREDITED,12,3,1995,last,31-40,5.774122322369039
335.941216917328,DEBIT__CASH WITHDRAWAL__nan,1,3,1997,last,31-40,0.24116805165383326
-84.97774387434028,CREDIT__nan__INTEREST CREDITED,4,2,1994,last,31-40,10.41251832437525
23591.097213272467,CREDIT__CREDIT IN CASH__nan,7,4,1996,first,31-40,7.315456590448292
2535.4917622249186,DEBIT__REMITTANCE TO ANOTHER BANK__ ,6,1,1995,first,31-40,0.856248232328883
-71.79155058939976,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,2,1997,last,61+,-0.0030069547382535642
4826.935865241933,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,8,6,1996,first,61+,7.9298465214847305
179.37448704988117,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,3,1998,last,51-60,2.9064913342663092
-177.74796925281117,CREDIT__nan__INTEREST CREDITED,2,1,1997,last,51-60,5.815121459358792
10.526795761272965,CREDIT__nan__INTEREST CREDITED,7,3,1998,last,31-40,12.359685335159709
-931.2427104866574,DEBIT__CASH WITHDRAWAL__nan,1,4,1998,middle,31-40,0.9389861471336409
7798.791864988013,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,7,3,1998,first,51-60,8.42521224531918
695.1423509974879,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,9,6,1997,middle,61+,5.316875989042044
8341.601936437002,DEBIT__CASH WITHDRAWAL__nan,1,4,1996,first,31-40,4.1326542083094315
8067.09653757542,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,4,4,1998,first,31-40,6.444193825890165
279.4492455185108,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,7,3,1995,middle,61+,6.375772185830957
-209.51503068182802,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,3,2,1998,last,31-40,10.193887882059519
2479.0218454119513,DEBIT__CASH WITHDRAWAL__nan,6,4,1998,first,51-60,3.8444254987500734
194.10759262086174,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,0,1997,last,51-60,6.356979443801471
241.1247962347378,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,0,1998,last,31-40,3.0613117130221577
-12.214228446547622,CREDIT__nan__INTEREST CREDITED,6,5,1996,last,31-40,0.8833627375503768
37.08636185364359,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,9,0,1996,last,51-60,-0.020981992470800365
22402.6697578933,CREDIT__CREDIT IN CASH__nan,7,3,1995,middle,31-40,3.79257285262544
-574.2911561411954,DEBIT__CASH WITHDRAWAL__nan,1,6,1998,first,31-40,6.475580726029132
302.82041923275494,CREDIT__nan__INTEREST CREDITED,2,5,1996,last,61+,-0.024782159887684414
1978.187598423759,DEBIT__CASH WITHDRAWAL__nan,7,2,1998,first,61+,4.984714641920111
-1437.7690643618616,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,11,2,1997,first,61+,4.83693119154181
4140.340972333924,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,2,1997,middle,41-50,0.032363594866647825
349.42640002299856,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,11,6,1998,middle,51-60,-0.03678887119037081
3216.412892317373,CREDIT__CREDIT IN CASH__nan,8,6,1998,first,51-60,2.0471268806049094
1253.1222339682654,DEBIT__CASH WITHDRAWAL__nan,12,0,1998,first,18-30,0.28249496216584014
17528.102926330936,CREDIT__CREDIT IN CASH__nan,6,2,1997,first,31-40,7.375635381586154
7747.903672298045,CREDIT__nan__INTEREST CREDITED,2,4,1998,middle,51-60,3.4057411350398206
-301.4071175392562,DEBIT__CASH WITHDRAWAL__nan,12,6,1997,first,61+,6.615918162039496
168.44309873487336,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,3,1997,last,31-40,6.947121759834642
-172.869171027319,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,0,1998,last,18-30,0.015036768824172474
4800.217795137458,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,3,2,1997,first,31-40,7.254293862157483
-1093.9379287578133,DEBIT__REMITTANCE TO ANOTHER BANK__INSURANCE PAYMENT,3,3,1997,middle,31-40,6.094934166421203
-4.7989761518712015,CREDIT__CREDIT IN CASH__nan,1,4,1997,middle,31-40,1.8005888844816584
2492.80743740866,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,6,1997,first,31-40,5.382980503886162
277.79207620222957,DEBIT__CASH WITHDRAWAL__nan,6,0,1996,last,51-60,2.533387784613325
192.7711381047382,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,1,1996,last,31-40,-0.023127448676286643
13538.309339415715,CREDIT__CREDIT IN CASH__nan,6,0,1997,middle,31-40,2.6123983605929384
7312.627851312032,DEBIT__CASH WITHDRAWAL__nan,12,6,1998,first,18-30,3.3742924466089637
6834.363212702807,CREDIT__CREDIT IN CASH__nan,2,4,1998,middle,18-30,5.027764835056242
180.7839130511561,DEBIT__CASH WITHDRAWAL__nan,3,2,1998,middle,31-40,4.361717140732227
2263.7048529498525,DEBIT__CASH WITHDRAWAL__nan,1,3,1996,first,31-40,5.8305855591383695
-676.4087749458438,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,11,4,1996,first,51-60,5.898104065502238
26160.225861911968,DEBIT__CASH WITHDRAWAL__nan,8,3,1994,middle,31-40,12.148038271464753
11417.082649371128,CREDIT__CREDIT IN CASH__nan,11,4,1997,middle,31-40,6.926446184533174
22991.096429791058,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,6,1998,middle,31-40,5.778583879322014
10177.72595410327,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,5,1996,last,51-60,6.395095005448457
6.848247762536417,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,4,1997,middle,31-40,0.016454960796133768
178.61457220155313,CREDIT__COLLECTION FROM ANOTHER BANK__nan,2,3,1998,last,31-40,0.02653709044116124
17203.034916866764,CREDIT__CREDIT IN CASH__nan,3,3,1998,middle,51-60,2.153137892313935
-681.1809920617602,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,first,18-30,4.1681175610355865
352.40231948543413,CREDIT__nan__INTEREST CREDITED,6,6,1996,last,18-30,15.086707623366646
5923.974320728445,DEBIT__REMITTANCE TO ANOTHER BANK__ ,6,3,1996,first,31-40,3.6446790842575685
-44.94429956841937,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,2,6,1997,middle,61+,10.245664750036443
25917.16367481471,CREDIT__nan__INTEREST CREDITED,3,3,1998,middle,51-60,3.1282036847114596
3993.747972232494,DEBIT__REMITTANCE TO ANOTHER BANK__ ,8,6,1997,first,31-40,2.37590242166651
3090.4824262313914,DEBIT__REMITTANCE TO ANOTHER BANK__INSURANCE PAYMENT,6,5,1998,last,51-60,4.349179263885693
189.20315686610888,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,4,3,1997,last,51-60,0.018014404141005965
2938.406335842772,DEBIT__CASH WITHDRAWAL__nan,1,6,1998,first,51-60,5.277877756643897
163.0679960846171,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,6,1997,last,51-60,7.503357311002131
316.6707012022071,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,0,1997,last,31-40,0.01737934311037368
28156.30740009967,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,3,1998,middle,31-40,4.030019840384661
22707.847222132288,CREDIT__CREDIT IN CASH__nan,9,2,1997,middle,51-60,6.578286471652104
2228.2361561053053,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,11,0,1998,first,31-40,5.751044817269079
2233.8400072200457,DEBIT__CASH WITHDRAWAL__nan,6,6,1998,first,18-30,3.2198175994128553
218.18916568182158,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,6,1995,last,51-60,-0.03631434974728891
1948.7989742755954,DEBIT__CASH WITHDRAWAL__nan,2,4,1998,middle,51-60,16.556789976046723
1649.9587627010442,CREDIT__CREDIT IN CASH__nan,2,4,1997,first,51-60,5.501668787341094
3049.5342008561042,CREDIT__COLLECTION FROM ANOTHER BANK__nan,1,1,1997,first,51-60,3.99890877979364
1498.524371767008,DEBIT__CASH WITHDRAWAL__nan,1,5,1996,middle,18-30,5.082282949313771
25291.892445410012,DEBIT__CASH WITHDRAWAL__nan,6,0,1998,last,31-40,4.0881407020313505
7531.109488569683,CREDIT__CREDIT IN CASH__nan,9,1,1998,first,51-60,-0.023130257789951394
6.327357654995865,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,6,6,1998,last,31-40,0.03238535146166123
11463.034942727689,CREDIT__nan__INTEREST CREDITED,2,5,1996,first,51-60,5.228403513841851
6864.720376560273,CREDIT__CREDIT IN CASH__nan,4,3,1998,last,51-60,6.5216648096585175
20727.96302378111,DEBIT__REMITTANCE TO ANOTHER BANK__ ,6,0,1996,first,31-40,3.980522518509125
4935.563506450588,CREDIT__CREDIT IN CASH__nan,5,6,1996,first,51-60,2.5926036310650953
333.8493400187016,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,3,1997,last,51-60,0.015239273782056363
1400.424653466363,DEBIT__CASH WITHDRAWAL__nan,1,4,1997,last,18-30,3.880792573660924
2699.4080705024544,DEBIT__CASH WITHDRAWAL__nan,6,5,1998,middle,31-40,7.793474133405163
17529.304548321626,CREDIT__CREDIT IN CASH__nan,3,3,1996,middle,51-60,11.985347619961217
17980.561330206107,DEBIT__REMITTANCE TO ANOTHER BANK__LOAN PAYMENT,9,0,1998,last,51-60,3.1548557181532124
1614.9025497179903,DEBIT__CASH WITHDRAWAL__nan,6,6,1998,first,51-60,3.359396602983894
118.05195989802806,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,7,1,1998,last,51-60,0.006143528294292399
2320.5620828633155,DEBIT__REMITTANCE TO ANOTHER BANK__HOUSEHOLD,6,5,1998,first,51-60,-0.008951906089969116
117.4401833730106,CREDIT__nan__INTEREST CREDITED,5,2,1998,last,51-60,0.020529863788596354
15904.577717933984,CREDIT__COLLECTION FROM ANOTHER BANK__OLD AGE PENSION,6,6,1997,middle,51-60,1.54295877997263
1483.4636863319652,DEBIT__CASH WITHDRAWAL__nan,1,2,1996,first,31-40,3.5748898926528194
268.1453070153883,CREDIT__CREDIT IN CASH__nan,9,0,1998,first,31-40,0.018625321507604424
2941.459773279028,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,last,51-60,0.29058220259014167
20454.418463020957,CREDIT__CREDIT IN CASH__nan,3,3,1998,middle,51-60,6.8332168480204745
-182.47974489869324,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,2,5,1996,last,31-40,5.912851687432542
569.5072820986313,DEBIT__CASH WITHDRAWAL__nan,1,3,1995,last,18-30,-0.03039945348673756
7290.293572197545,DEBIT__CASH WITHDRAWAL__nan,1,5,1998,last,51-60,2.128101505030656
-143.6133291822057,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,8,2,1998,last,31-40,1.9448309813360096
-78.52862732094853,DEBIT__CASH WITHDRAWAL__nan,1,2,1997,last,61+,0.021201021252226043
10888.006033629135,CREDIT__nan__INTEREST CREDITED,5,5,1996,first,18-30,5.513701386411171
27367.787903772296,CREDIT__CREDIT IN CASH__nan,10,4,1996,middle,51-60,6.6617739842875086
13977.469914707193,DEBIT__REMITTANCE TO ANOTHER BANK__ ,9,0,1998,first,51-60,3.0146478260398046
10053.394892020422,CREDIT__CREDIT IN CASH__nan,9,5,1995,first,41-50,7.759565194523574
241.5303174606052,DEBIT__CASH WITHDRAWAL__nan,11,0,1996,last,31-40,9.472868843257688
310.87486978859636,CREDIT__nan__INTEREST CREDITED,2,4,1998,last,31-40,17.99683456607722
5169.729038350136,DEBIT__CASH WITHDRAWAL__nan,12,2,1997,middle,51-60,5.752567503692583
14.137052381261796,DEBIT__CASH WITHDRAWAL__PAYMENT ON STATEMENT,1,6,1996,last,31-40,17.666330900790157
1515.1346925725238,DEBIT__CASH WITHDRAWAL__nan,1,3,1998,middle,31-40,2.59152762231694
93.594110875599,CREDIT__nan__INTEREST CREDITED,12,5,1997,last,41-50,16.306856865970243
